Job title,Company,location,job type
QA Automation Engineer,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time
Architect - Jeddah,KHOUBOURAT -,"Jeddah, Saudi Arabia ",Full Time
"Associate/ Senior Associate, Capital Solutions",Michael Page -,"Abu Dhabi, United Arab Emirates ",Full Time
Lead of Commissioning I&C EPC-3 (N-2118-1),Oil and Gas Job Search Ltd -,"Doha, Qatar ",Full Time
Head of Quality – COMP3 (F-1216-Q),Oil and Gas Job Search Ltd -,"Doha, Qatar ",Full Time
PHP Developer,Nugget Tours -,"Downtown, Cairo, Egypt ",Full Time
User Experience Designer,TheTalentPoint | Jobs in UAE & Middleeast -,"Dubai, United Arab Emirates ",Full Time
Multi-Skilled Plant Operators - FIFO Opportunities,Exact Contracting -,"Riyadh, Saudi Arabia ",Full Time
Experienced Grader Operator - FIFO Opportunities,Exact Contracting -,"Riyadh, Saudi Arabia ",Full Time
Senior Frontend developer (React/NextJS) [Fulltime/remote] (SF1-24) at Supaapps GmbH,join.com -,"Cairo, Egypt ",Freelance / Project
Business Analyst,Truelancer.com -,"Cairo, Egypt ",Full Time
Network Implementation Engineer,Google -,"Riyadh, Saudi Arabia ",Full Time
Functional Audit Lead,DHL Supply Chain -,"Riyadh, Saudi Arabia ",Full Time
Senior Lighting Designer,Cracknell -,"Dubai, United Arab Emirates ",Full Time
R&M MASTER PLANNER,Weatherford -,"Dubai, United Arab Emirates ",Full Time
Data Scientist,Mozn -,"Riyadh, Saudi Arabia ",Full Time
Administrative Assistant at Reliance Health (Egypt),RelianceHMO -,"Cairo, Egypt ",Full Time
Software Engineer,TheTalentPoint | Jobs in UAE & Middleeast -,"Dubai, United Arab Emirates ",Full Time
Development Engineer (Oil & Gas) - BoreHole Enlargement: Dammam,NOV -,"Riyadh, Saudi Arabia ",Full Time
"Principal - Riyadh , Saudi Arabia, SEEKTEACHERS",Guardian Jobs -,"Riyadh, Saudi Arabia ",Full Time
Senior Landscape Architect,WSP -,"Riyadh, Saudi Arabia ",Full Time
Android Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Oracle Apps Database Administrator,MIGRATIONIT -,"Cairo, Egypt ",Full Time
"Backend Developer, Sr. Consultant",MIGRATIONIT -,"Cairo, Egypt ",Full Time
IT Technical Support Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Business Analyst,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Cross Platform Mobile Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Quality Control Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Technical Writer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Network Administrator,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Network Security Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Project Manager,MIGRATIONIT -,"Cairo, Egypt ",Full Time
iOS Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Director of Quality Engineering (Automation & QA),Test Dev Tools -,"Dubai, United Arab Emirates ",Full Time
"Consultant, Tech",IQVIA -,"Cairo, Egypt ",Full Time
Solutions Consultant,Education Perfect -,"Dubai, United Arab Emirates ",Full Time
Jr. DevOps Engineer,Misr Technology Services -,"Cairo, Egypt ",Full Time
Programmer,Dar Al Riyadh Consultants -,"Riyadh, Saudi Arabia ",Full Time
Administrative Assistant at Reliance Health (Egypt),"Reliance Health, Inc -","Cairo, Egypt ",Full Time
Application Deployment & Release Specialist,Misr Technology Services -,"Cairo, Egypt ",Full Time
Software Developer (Mid-Level),Dsquares -,"Cairo, Egypt ",Full Time
Senior Mobile Application Developer - Flutter,Confidential -,"Sheraton, Cairo, Egypt ",Full Time
Software Architect,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time
Senior Backend Developer - Laravel,Confidential -,"Sheraton, Cairo, Egypt ",Full Time
Wordpress Elementor Expert Developer,Bold Studio -,"Beirut, Lebanon ",Full Time
WordPress Developer - 0123 - Davao City,Bionic Talent -,"Dubai, United Arab Emirates ",Full Time
Business Analyst,Dicetek LLC -,"Dubai, United Arab Emirates ",Freelance / Project
Full Stack Developer - Arabic Speakers,Dicetek LLC -,"Dubai, United Arab Emirates ",Freelance / Project
Network Security Engineer,Dicetek LLC -,"Dubai, United Arab Emirates ",Freelance / Project
Finance Tester,Dicetek LLC -,"Dubai, United Arab Emirates ",Freelance / Project
Team Building Events Sales Manager,Sky High Entertainment -,"Cairo, Egypt ",Full Time
Romanian Sales and Business Developement Representative,citPEAK -,"Cairo, Egypt ",Freelance / Project
Process Automation Platform Engineering Manger,Halian -,"Dubai, United Arab Emirates ",Full Time
OT Cybersecurity Service Engineer,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
"Business Intelligence Project Manager [Remote, Contract]",ArcLink -,"Cairo, Egypt ",Full Time
Guest Experience Leader - Front Office - InterContinental® Residence Suites Dubai Festival City,IHG Hotels & Resorts -,"Dubai, United Arab Emirates ",Full Time
Controller - International Region,GE HealthCare -,"Dubai, United Arab Emirates ",Full Time
Senior Engineer (Net Zero),AtkinsRéalis -,"Riyadh, Saudi Arabia ",Full Time
Senior Process Lead - Procurement,Infosys -,"Tabuk, Saudi Arabia ",Full Time
"Special Security Representative, Mid-Syria-TS/SCI",Energy Jobline -,"Kuwait City, Kuwait ",Full Time
BPM Analyst – Camunda Expert,Halian -,"Dubai, United Arab Emirates ",Full Time
Wealth Manager (Based in Abu Dhabi),deVere Group -,"Dubai, United Arab Emirates ",Full Time
Regional Retail Design & Architect Director,Robert Walters -,"Dubai, United Arab Emirates ",Full Time
"Graduate Technical Sales Representative - UAE National, AWS",Amazon Web Services (AWS) -,"Dubai, United Arab Emirates ",Full Time
Polyolefins Specialist,WhiteCrow Research -,"Riyadh, Saudi Arabia ",Full Time
Knowledge Analyst - Oil & Gas,McKinsey & Company -,"Riyadh, Saudi Arabia ",Full Time
Senior Planning Engineer,Gas Chill -,"Cairo, Egypt ",Full Time
QA Analyst,ADCB Abu Dhabi Commercial Bank -,"Abu Dhabi, United Arab Emirates ",Full Time
Senior Android mobile Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
SharePoint Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Database Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Ruby Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Senior Angular Developer,WanasApps -,"Cairo, Egypt ",Full Time
Zoho Developer,WanasApps -,"Cairo, Egypt ",Full Time
Data Scientist,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Network Voice Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Classic AUTOSAR Software Engineer,Nilux-GmbH -,"Cairo, Egypt ",Full Time
Sr. Technical Support/Help Desk,MIGRATIONIT -,"Cairo, Egypt ",Full Time
PHP Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Open Source Systems Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Data Architect,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Tent Installer Helper,KNT FM SERVICES -,"Dubai, United Arab Emirates ",Full Time
Pre Sales Support - Enterprise,Ali Bin Ali -,"Doha, Qatar ",Full Time
Team Leader - Security,Grand Hyatt -,"Dubai, United Arab Emirates ",Full Time
Interface & Risk Manager,Oil and Gas Job Search Ltd -,"Dubai, United Arab Emirates ",Full Time
Tailor,Rotana Hotels & Resorts -,"Matruh, Egypt ",Part Time
A/C Technician,Rotana Hotels & Resorts -,"Matruh, Egypt ",Full Time
Projects Planning Manager-HBS,Honeywell -,"Cairo, Egypt ",Full Time
Team Leader - Guest Services,Rotana Hotels & Resorts -,"Matruh, Egypt ",Part Time
Service Experience Manager,Energy Jobline -,"Riyadh, Saudi Arabia ",Full Time
Principal Coastal Modelling Lead,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Wealth Manager (Based in Dubai),deVere Group -,"Dubai, United Arab Emirates ",Full Time
Senior Coastal Engineer/Project Manager,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Product Manager-Procurement-Information System,ByteDance -,"Dubai, United Arab Emirates ",Full Time
Structural Computational Engineer,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Senior Data Engineer,Presight -,"Dubai, United Arab Emirates ",Full Time
Design Engineer - UAE National,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Senior IBM BPM Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Full Stack Developer,SOLEEK LAB -,"Cairo, Egypt ",Full Time
Oracle Functional Consultant,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Application Support Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Program Manager,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Engineer - Frontend,Areeb -,"Cairo, Egypt ",Full Time
Senior Design Manager - Infrastructure,Energy Jobline -,"Makkah, Saudi Arabia ",Full Time
Application Security Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Full Stack Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Information Security Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
SAP Consultant,MIGRATIONIT -,"Cairo, Egypt ",Full Time
CRM Architect,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Frontend Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Architect,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Oracle Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Product Manager,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Quality Assurance Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Sr. Oracle Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Engineer - Backend,Areeb -,"Cairo, Egypt ",Full Time
Software Engineer - QC,Areeb -,"Cairo, Egypt ",Full Time
NodeJS Developer,Virtusa -,"Dubai, United Arab Emirates ",Full Time
Pre-Sales Director,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Integration Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Sr. React Native Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Scrum Product Owner,Areeb -,"Cairo, Egypt ",Full Time
Information Security GRC,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Project Systems Engineer,Energy Jobline -,"Tabuk, Saudi Arabia ",Full Time
Quality Assurance Automation Engineer,amana -,"Dubai, United Arab Emirates ",Full Time
Product Manager-Travel-Information System,ByteDance -,"Dubai, United Arab Emirates ",Full Time
Project Coordinator - UAE National,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Tech Lead,Virtusa -,"Doha, Qatar ",Full Time
Senior Consulting Actuary,Milliman -,"Dubai, United Arab Emirates ",Full Time
Platform Engineer – Database,GAC Group -,"Dubai, United Arab Emirates ",Full Time
HSE in Design Advisor - Middle East,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Assistant Project Manager - UAE National,Energy Jobline -,"Dubai, United Arab Emirates ",Full Time
Senior / Mid - Frontend Developer,Halian -,"Dubai, United Arab Emirates ",Full Time
Senior Design Engineer,CARACAL -,"Dubai, United Arab Emirates ",Full Time
Infrastructure Analyst,Core42 -,"Dubai, United Arab Emirates ",Full Time
Resident Engineer,Parsons Corporation -,"Dubai, United Arab Emirates ",Full Time
External Communications Senior Manager,Robert Walters -,"Dubai, United Arab Emirates ",Full Time
Process Engineer - NGL Fractionation,ICM People do Brasil -,"Riyadh, Saudi Arabia ",Full Time
Product Operation Manager-Information System,ByteDance -,"Dubai, United Arab Emirates ",Full Time
Cloud Architect,Virtusa -,"Dubai, United Arab Emirates ",Full Time
Payment Test Engineer,Virtusa -,"Dubai, United Arab Emirates ",Full Time
"Sales Support Specialist (JAFZA, Order Processing): Dubai",NOV -,"Dubai, United Arab Emirates ",Full Time
Principal Industry Consultant,Hexagon Asset Lifecycle Intelligence -,"Riyadh, Saudi Arabia ",Full Time
Software QA Engineer,Energy Jobline -,"Cairo, Egypt ",Full Time
Process Engineer - CCR Platformer,ICM People do Brasil -,"Riyadh, Saudi Arabia ",Full Time
"Applications Partner Sales Account Executive, Mid-Market",Oracle -,"Riyadh, Saudi Arabia ",Full Time
Senior Contract Administrator (Saudi National),Parsons Corporation -,"Al Jawf, Saudi Arabia ",Full Time
Head of Research Middle East,Savills Middle East -,"Dubai, United Arab Emirates ",Full Time
SAP MM/WM Consultant,Capgemini -,"Cairo, Egypt ",Full Time
Project Manager,Mace -,"Dubai, United Arab Emirates ",Full Time
Solidity Smart Contract Engineer -- Full Time (F/M/W),Creative Eagles KG -,"Cairo, Egypt ",Full Time
Information Security Engineer,XM -,"Cairo, Egypt ",Full Time
Sr. Commissioning Engineer,Brunel -,"Doha, Qatar ",Full Time
Senior Software Development Engineer,Brightly -,"Cairo, Egypt ",Full Time
UI/UX Designer,PROJECX -,"Cairo, Egypt ",Full Time
Technical lead Android mobile Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
System Adminstrator,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Network VOIP Engineer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
CRM Functional Consultant,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Sr. SharePoint Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Engineer - DevOps,Areeb -,"Cairo, Egypt ",Full Time
Shopify / WIX Developer,Areeb -,"Cairo, Egypt ",Full Time
Software Quality Control Team Leader,MIGRATIONIT -,"Cairo, Egypt ",Full Time
CRM Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Embedded Software Engineer (Flash bootloader),Nilux-GmbH -,"Cairo, Egypt ",Full Time
Penetration Tester,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Node JS Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Senior Infrastructure System Engineer_VOIS,_VOIS -,"Cairo, Egypt ",Full Time
CRM Techno-Functional Consultant,MIGRATIONIT -,"Cairo, Egypt ",Full Time
UI/UX Designer,Areeb -,"Cairo, Egypt ",Full Time
Colleague Accommodation Officer,Rotana Hotels & Resorts -,"Doha, Qatar ",Full Time
Java Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Program Manager- Government Business Solutions,Giza Arabia -,"Riyadh, Saudi Arabia ",Full Time
Chief Security Officer / Loss Prevention Officer,Rotana Hotels & Resorts -,"Matruh, Egypt ",Full Time
Senior Communications Manager,Robert Walters -,"Dubai, United Arab Emirates ",Full Time
Dot NET Developer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Oracle Architect,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Systems Adminstrator (Microsoft),MIGRATIONIT -,"Cairo, Egypt ",Full Time
CORE BANKING APPLICATIONS SUPPORT OFFICER,Commercial International Group -,"Cairo, Egypt ",Full Time
UI / UX Designer,MIGRATIONIT -,"Cairo, Egypt ",Full Time
Software Development Engineer,Brightly -,"Cairo, Egypt ",Full Time
Head of Private Debt,Robert Walters -,"Makkah, Saudi Arabia ",Full Time
System Administrator,Brightly -,"Cairo, Egypt ",Full Time
Applied Scientist - Research,Core42 -,"Dubai, United Arab Emirates ",Full Time
Front Desk Agent,Rotana Hotels & Resorts -,"Dubai, United Arab Emirates ",Full Time
Senior Program Manager - TS/SCI Required,Energy Jobline -,"Kuwait City, Kuwait ",Full Time
"Special Security Representative, Mid-Camp Ajifjan-TS/SCI",Energy Jobline -,"Kuwait City, Kuwait ",Full Time
(Global Oil Gas) Incident Investigator,MatchaTalent -,"Kuwait City, Kuwait ",Full Time
Project Specialist,G42 Healthcare -,"Dubai, United Arab Emirates ",Full Time
Boutique Fitness Coach,gofitjobs -,"Makkah, Saudi Arabia ",Full Time
Senior Customer Service Engineer - Invitro Diagnostics - Alexandria,Energy Jobline -,"Cairo, Egypt ",Full Time
Head of Risk Consulting,Aon -,"Riyadh, Saudi Arabia ",Full Time
Mechanical Technician,Energy Jobline -,"Makkah, Saudi Arabia ",Full Time
Security Officer,Rotana Hotels & Resorts -,"Matruh, Egypt ",Full Time
Design Manager,Energy Jobline -,"Riyadh, Saudi Arabia ",Full Time
Vice President of Strategic Partnertships,Robert Walters -,"Dubai, United Arab Emirates ",Full Time
Senior Commercial Manager,Energy Jobline -,"Riyadh, Saudi Arabia ",Full Time
KSA Technical Support Engineer,Hach -,"Riyadh, Saudi Arabia ",Full Time
Administrative Functional Support,Energy Jobline -,"Riyadh, Saudi Arabia ",Full Time
"CI Analyst, MID",Energy Jobline -,"Doha, Qatar ",Full Time
Project Manager (Highways Design),Energy Jobline -,"Doha, Qatar ",Full Time
Information Support Specialist - Secret Cleared,Energy Jobline -,"Doha, Qatar ",Full Time
Associate Software Engineer,Brightly -,"Cairo, Egypt ",Full Time
Team Lead:  Content & Research,Capstone Hill Search -,"Doha, Qatar ",Full Time
Software Developer,EgyptComp For Integrated Systems  -,"Dokki, Giza, Egypt ",Full Time
Data Scientist,Presight -,"Dubai, United Arab Emirates ",Full Time
Project Manager,G42 Healthcare -,"Dubai, United Arab Emirates ",Full Time
"Customer Solutions Manager, UAE",Amazon Web Services (AWS) -,"Dubai, United Arab Emirates ",Full Time
Senior Front End Developer (Angular),Exceed -,"Cairo, Egypt ",Full Time
Network Administrator,Batterjee Medical College -,"Makkah, Saudi Arabia ",Full Time
Senior Data Scientist,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full Time
Devops Engineer,Osolutions -,"Nasr City, Cairo, Egypt ",Full Time
Al Nokhba Program - Graduate Trainee,Abu Dhabi Accountability Authority -,"Dubai, United Arab Emirates ",Full Time
Senior website developer,Element8 -,"Dubai, United Arab Emirates ",Full Time
Senior Flutter Developer,Osolutions -,"Nasr City, Cairo, Egypt ",Full Time
Deputy Project Manager,Gleeds -,"Cairo, Egypt ",Freelance / Project
Network Administrator Section Head,British University of Egypt -,"Shorouk City, Cairo, Egypt ",Full Time
Data Center Network Engineer,Efada Technology -,"New Cairo, Cairo, Egypt ",Full Time
Senior Flutter Software Developer,Confidential -,"6th of October, Giza, Egypt ",Full Time
IT Officer - voco™ Riyadh,IHG Hotels & Resorts -,"Riyadh, Saudi Arabia ",Full Time
Software Developer,DSV - Global Transport and Logistics -,"Kuwait City, Kuwait ",Full Time
Senior Back End Developer - Node JS,Confidential -,"Cairo, Egypt ",Full Time
React Developer,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time
Senior Full stack developer .Net/Angular,GAMP LTD -,"Smouha, Alexandria, Egypt ",Full Time
Electrical Engineer Level I,Worley -,"Doha, Qatar ",Full Time
System Engineer,Target Recruitment  & HR Solutions  -,"Cairo, Egypt ",Full Time
Lead of Commissioning I&C EPC-3,Energy Jobline -,"Doha, Qatar ",Full Time
"Agent, Information Technology Helpdesk",Atlantis Resorts -,"Dubai, United Arab Emirates ",Full Time
"IT Professionals (Experienced), Currently Residing in Qatar",malomatia -,"Doha, Qatar ",Full Time
